Sku,shipping_operation,ACT,NSW,NT,QLD,SA,TAS,VIC,WA
EG1208-2S-GY,Free,0,0,0,0,0,0,0,0
EG1208-2S-NV,Free,0,0,0,0,0,0,0,0
EG1208-3S-BK,Free,0,0,0,0,0,0,0,0
EG1208-3S-GY,Free,0,0,0,0,0,0,0,0
EG1208-3S-NV,Free,0,0,0,0,0,0,0,0
EG1208-4S-BK,Free,0,0,0,0,0,0,0,0
EG1208-4S-GY,Free,0,0,0,0,0,0,0,0
EG1208-4S-NV,Free,0,0,0,0,0,0,0,0
HO0576-3-GY,Free,0,0,0,0,0,0,0,0
HO0576-3-PK,Free,0,0,0,0,0,0,0,0
OD1013-L-BE,Free,0,0,0,0,0,0,0,0
OD1013-M-BE,Free,0,0,0,0,0,0,0,0
OD1013-S-BE,Free,0,0,0,0,0,0,0,0
OD1013-XL-BE,Free,0,0,0,0,0,0,0,0
OF1024-H-BKx2,Free,0,0,0,0,0,0,0,0
OF1024-H-WHx2,Free,0,0,0,0,0,0,0,0
OF1024-M-BK,Free,0,0,0,0,0,0,0,0
OF1024-M-WH,Free,0,0,0,0,0,0,0,0
UL0103-120-WH,Free,0,0,0,0,0,0,0,0
UL0103-180-WH,Free,0,0,0,0,0,0,0,0
UM1204-460L-BK,Free,0,0,0,0,0,0,0,0
UM1205-290L-BK,Free,0,0,0,0,0,0,0,0
AP0036-S,Free,0,0,0,0,0,0,0,0
CH1035-2-BK,Free,0,0,0,0,0,0,0,0
CH1035-2-OA,Free,0,0,0,0,0,0,0,0
CH1039-NT,Free,0,0,0,0,0,0,0,0
CH1040-NT,Free,0,0,0,0,0,0,0,0
CH1041-2-NT,Free,0,0,0,0,0,0,0,0
CH1041-2-WH,Free,0,0,0,0,0,0,0,0
HW0063-20M,Free,0,0,0,0,0,0,0,0
HW0063-25M,Free,0,0,0,0,0,0,0,0
THW-MATT-27-EURO-TOP-S,Free,0,0,0,0,0,0,0,0
THW-MATT-27-EURO-TOP-KS,Free,0,0,0,0,0,0,0,0
THW-MATT-27-EURO-TOP-D,Free,0,0,0,0,0,0,0,0
THW-MATT-27-EURO-TOP-Q,Free,0,0,0,0,0,0,0,0
THW-MATT-27-EURO-TOP-K,Free,0,0,0,0,0,0,0,0
THW-MATT-ZD-25-S,Free,0,0,0,0,0,0,0,0
THW-MATT-ZD-25-KS,Free,0,0,0,0,0,0,0,0
THW-MATT-ZD-25-D,Free,0,0,0,0,0,0,0,0
THW-MATT-ZD-25-Q,Free,0,0,0,0,0,0,0,0
THW-MATT-ZD-25-K,Free,0,0,0,0,0,0,0,0
THW-MATT-30-EURO-TOP-S,Free,0,0,0,0,0,0,0,0
THW-MATT-30-EURO-TOP-KS,Free,0,0,0,0,0,0,0,0
THW-MATT-30-EURO-TOP-D,Free,0,0,0,0,0,0,0,0
THW-MATT-30-EURO-TOP-Q,Free,0,0,0,0,0,0,0,0
THW-MATT-30-EURO-TOP-K,Free,0,0,0,0,0,0,0,0
THW-MATT-21-EURO-TOP-S,Free,0,0,0,0,0,0,0,0
THW-MATT-21-EURO-TOP-KS,Free,0,0,0,0,0,0,0,0
THW-MATT-21-EURO-TOP-D,Free,0,0,0,0,0,0,0,0
THW-MATT-21-EURO-TOP-Q,Free,0,0,0,0,0,0,0,0
THW-MATT-21-EURO-TOP-K,Free,0,0,0,0,0,0,0,0
THW-Foam-25-TOP-D,Free,0,0,0,0,0,0,0,0
THW-Foam-25-TOP-Q,Free,0,0,0,0,0,0,0,0
THW-Foam-25-TOP-K,Free,0,0,0,0,0,0,0,0
BF1012-K-GY,Free,0,0,0,0,0,0,0,0
BF1012-Q-GY,Free,0,0,0,0,0,0,0,0
BO1013-GY,Free,0,0,0,0,0,0,0,0
BO1013-WH,Free,0,0,0,0,0,0,0,0
HO0402-TF,Free,0,0,0,0,0,0,0,0
OF1022-BK,Free,0,0,0,0,0,0,0,0
OF1022-GY,Free,0,0,0,0,0,0,0,0
CH1038,Free,0,0,0,0,0,0,0,0
DH1026-BK,Free,0,0,0,0,0,0,0,0
OF1024-H-BK,Free,0,0,0,0,0,0,0,0
OF1024-H-WH,Free,0,0,0,0,0,0,0,0
OF1028-L-BK,Free,0,0,0,0,0,0,0,0
SC1002-GI,Free,0,0,0,0,0,0,0,0
TA1024-OA,Free,0,0,0,0,0,0,0,0
TA1025-OA,Free,0,0,0,0,0,0,0,0
SAT-DESK-003-BK,ExtraShipping,6,6,100,26,36,36,6,36
SAT-DESK-006-NA,ExtraShipping,6,6,100,16,26,26,6,26
SAT-DESK-006-BK,ExtraShipping,6,6,100,16,26,26,6,26
OD1015-BG,Statebased,,,,,,,,
OD1015-BG-WITHBASE,Statebased,,,,,,,,
OD1015-GY,Statebased,,,,,,,,
OD1015-GY-WITHBASE,Statebased,,,,,,,,
UA0140-GY,ExtraShipping,,0,40.99,15.99,0,17.99,0,24.99
BED1001-D-NV,Free,0,0,0,0,0,0,0,0
BED1001-D-TP,Free,0,0,0,0,0,0,0,0
BED1001-K-NV,Free,0,0,0,0,0,0,0,0
BED1001-K-TP,Free,0,0,0,0,0,0,0,0
BED1001-Q-NV,Free,0,0,0,0,0,0,0,0
BED1001-Q-TP,Free,0,0,0,0,0,0,0,0
BED1001-SK-NV,Free,0,0,0,0,0,0,0,0
BED1001-SK-TP,Free,0,0,0,0,0,0,0,0
BED1002-D-MT,Free,0,0,0,0,0,0,0,0
BED1002-D-SL,Free,0,0,0,0,0,0,0,0
BED1002-K-MT,Free,0,0,0,0,0,0,0,0
BED1002-K-SL,Free,0,0,0,0,0,0,0,0
BED1002-KS-MT,Free,0,0,0,0,0,0,0,0
BED1002-KS-SL,Free,0,0,0,0,0,0,0,0
BED1002-Q-MT,Free,0,0,0,0,0,0,0,0
BED1002-Q-SL,Free,0,0,0,0,0,0,0,0
BED1003-D-DG,Free,0,0,0,0,0,0,0,0
BED1003-D-SL,Free,0,0,0,0,0,0,0,0
BED1003-K-DG,Free,0,0,0,0,0,0,0,0
BED1003-K-MT,Free,0,0,0,0,0,0,0,0
BED1003-K-SL,Free,0,0,0,0,0,0,0,0
BED1003-Q-MT,Free,0,0,0,0,0,0,0,0
BED1003-Q-SL,Free,0,0,0,0,0,0,0,0
BED1003-SK-DG,Free,0,0,0,0,0,0,0,0
BED1003-SK-MT,Free,0,0,0,0,0,0,0,0
BED1003-SK-SL,Free,0,0,0,0,0,0,0,0
BR1001x4,Free,0,0,0,0,0,0,0,0
"BR1003 X2",Free,0,0,0,0,0,0,0,0
LI0361-BKBG,Free,0,0,0,0,0,0,0,0
LI0361-WHWH,Free,0,0,0,0,0,0,0,0
LI0362-BG,Free,0,0,0,0,0,0,0,0
LI0362-BK,Free,0,0,0,0,0,0,0,0
LI0362-WH,Free,0,0,0,0,0,0,0,0
SC1002-TL,Free,0,0,0,0,0,0,0,0
THW-ORO-D,Free,0,0,0,0,0,0,0,0
THW-ORO-Q,Free,0,0,0,0,0,0,0,0
THW-ORO-K,Free,0,0,0,0,0,0,0,0
THW-PALERMO-CHARCOAL-DOUBLE,Free,0,0,0,0,0,0,0,0
THW-PALERMO-CHARCOAL-QUEEN,Free,0,0,0,0,0,0,0,0
THW-PALERMO-CHARCOAL-KING,Free,0,0,0,0,0,0,0,0
THW-PALERMO-GREY-DOUBLE,Free,0,0,0,0,0,0,0,0
THW-PALERMO-GREY-QUEEN,Free,0,0,0,0,0,0,0,0
THW-PALERMO-GREY-KING,Free,0,0,0,0,0,0,0,0
THW-STELLA-CHAR-D,Free,0,0,0,0,0,0,0,0
THW-STELLA-CHAR-Q,Free,0,0,0,0,0,0,0,0
THW-STELLA-CHAR-K,Free,0,0,0,0,0,0,0,0
THW-STELLA-GREY-D,Free,0,0,0,0,0,0,0,0
THW-STELLA-GREY-Q,Free,0,0,0,0,0,0,0,0
THW-STELLA-GREY-K,Free,0,0,0,0,0,0,0,0
BR1033-2-BL,Free,0,0,0,0,0,0,0,0
CH1036-40x40-CE,Free,0,0,0,0,0,0,0,0
DH1033-BK,Free,0,0,0,0,0,0,0,0
DH1033-WH,Free,0,0,0,0,0,0,0,0
E0045-SQ,Free,0,0,0,0,0,0,0,0
E0045-SQ-BK,Free,0,0,0,0,0,0,0,0
OD1005-GN,Free,0,0,0,0,0,0,0,0
OD1005-RD,Free,0,0,0,0,0,0,0,0
T4463-SQ,Free,0,0,0,0,0,0,0,0
T4463-SQ-BK,Free,0,0,0,0,0,0,0,0
PLS-RY-X-BK,Free,0,0,0,0,0,0,0,0
PLS-RY-X-RD,Free,0,0,0,0,0,0,0,0
PLS-RY-X-BL,Free,0,0,0,0,0,0,0,0
PLS-C-TABLE-LED-WH,Free,0,0,0,0,0,0,0,0
BR1001-BACK,Free,0,0,0,0,0,0,0,0
BR1001-BACKx2,Free,0,0,0,0,0,0,0,0
BR1001-BACKx4,Free,0,0,0,0,0,0,0,0
BR1003X4,Free,0,0,0,0,0,0,0,0
BR1013-BACK,Free,0,0,0,0,0,0,0,0
BR1013-BACKx2,Free,0,0,0,0,0,0,0,0
BR1013-BACKx4,Free,0,0,0,0,0,0,0,0
BR1035-2x2,Free,0,0,0,0,0,0,0,0
BR1041-1-WH,Free,0,0,0,0,0,0,0,0
BR1042-BK,Free,0,0,0,0,0,0,0,0
BR1042-GY,Free,0,0,0,0,0,0,0,0
BR1043-1-BK,Free,0,0,0,0,0,0,0,0
CH1043-BR,Free,0,0,0,0,0,0,0,0
HO0575-5-RD,Free,0,0,0,0,0,0,0,0
HW0118-350MM,Free,0,0,0,0,0,0,0,0
HW0118-400MM,Free,0,0,0,0,0,0,0,0
HW0118-450MM,Free,0,0,0,0,0,0,0,0
HW0118-500MM,Free,0,0,0,0,0,0,0,0
HW0118-559MM,Free,0,0,0,0,0,0,0,0
HW0118-610MM,Free,0,0,0,0,0,0,0,0
HW0118-660MM,Free,0,0,0,0,0,0,0,0
HW0118-711MM,Free,0,0,0,0,0,0,0,0
HW0118-750MM,Free,0,0,0,0,0,0,0,0
HW0118-813MM,Free,0,0,0,0,0,0,0,0
HW0118-900MM,Free,0,0,0,0,0,0,0,0
BS0110-BK,Free,0,0,0,0,0,0,0,0
BS0110-SL,Free,0,0,0,0,0,0,0,0
BS0111-BK,Free,0,0,0,0,0,0,0,0
BS0111-SL,Free,0,0,0,0,0,0,0,0
MS1004-D-WH,Free,0,0,0,0,0,0,0,0
MS1004-K-WH,Free,0,0,0,0,0,0,0,0
MS1004-KS-WH,Free,0,0,0,0,0,0,0,0
MS1004-Q-WH,Free,0,0,0,0,0,0,0,0
MS1004-S-WH,Free,0,0,0,0,0,0,0,0
MS1005-D-WH,Free,0,0,0,0,0,0,0,0
MS1005-K-WH,Free,0,0,0,0,0,0,0,0
MS1005-KS-WH,Free,0,0,0,0,0,0,0,0
MS1005-Q-WH,Free,0,0,0,0,0,0,0,0
MS1005-S-WH,Free,0,0,0,0,0,0,0,0
NI1036-OA,Free,0,0,0,0,0,0,0,0
NI1037-OA,Free,0,0,0,0,0,0,0,0
NI1038-GY,Free,0,0,0,0,0,0,0,0
NI1038-WH,Free,0,0,0,0,0,0,0,0
CH1041-2-BK,Free,0,0,0,0,0,0,0,0
COMDESK1004-OA,Free,0,0,0,0,0,0,0,0
COMDESK1004-WA,Free,0,0,0,0,0,0,0,0
DT2003-FOLD,Free,0,0,0,0,0,0,0,0
DT2003-OA,Free,0,0,0,0,0,0,0,0
DT2003-WH,Free,0,0,0,0,0,0,0,0
OF1018-GY,Free,0,0,0,0,0,0,0,0
OF1018-GY-NOP,Free,0,0,0,0,0,0,0,0
OF1031-BK,Free,0,0,0,0,0,0,0,0
OF1031-GY,Free,0,0,0,0,0,0,0,0
CH1042-BK,Free,0,0,0,0,0,0,0,0
CH1042-BL,Free,0,0,0,0,0,0,0,0
CH1042-GD,Free,0,0,0,0,0,0,0,0
CH1042-GY,Free,0,0,0,0,0,0,0,0
OD1016-BK,Free,0,0,0,0,0,0,0,0
HW0130-BK,Free,0,0,0,0,0,0,0,0
HW0130-SL,Free,0,0,0,0,0,0,0,0
BED1005-2-WH,Free,0,0,0,0,0,0,0,0
BED1006-2-WH,Free,0,0,0,0,0,0,0,0
BED1007-2-WH,Free,0,0,0,0,0,0,0,0
E0096-S,Free,0,0,0,0,0,0,0,0
E0165-K,Free,0,0,0,0,0,0,0,0
MT1006-D-WH,Free,0,0,0,0,0,0,0,0
MT1006-K-WH,Free,0,0,0,0,0,0,0,0
MT1006-Q-WH,Free,0,0,0,0,0,0,0,0
UM1195-3-BK,Free,0,0,0,0,0,0,0,0
UM1195-4-BK,Free,0,0,0,0,0,0,0,0
UM1195-5-BK,Free,0,0,0,0,0,0,0,0
